point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean,cluster_id,GHI_daily_kWh,GHIcs_daily_kWh,Ta_mean_C,Ta_max_C,Ta_min_C,DTR_C,RH_mean_pct,wind_mean_ms
RJP_0083,2023-06-15,24,6344.77,7493.465,0.8467070974509122,27.8,39.81,33.862500000000004,43.19625,5.161666666666666,2,6.3447700000000005,7.4934650000000005,33.862500000000004,39.81,27.8,12.010000000000002,43.19625,5.161666666666666
RJP_0083,2023-06-16,24,6192.58,7316.610000000001,0.8463728420675695,27.8,39.39,33.57041666666667,46.02125000000001,5.615833333333334,2,6.1925799999999995,7.316610000000001,33.57041666666667,39.39,27.8,11.59,46.02125000000001,5.615833333333334
RJP_0083,2023-06-17,24,4362.555,7286.455,0.5987211888359978,27.28,32.51,29.80333333333333,63.71625,8.379583333333333,2,4.362555,7.286455,29.80333333333333,32.51,27.28,5.229999999999997,63.71625,8.379583333333333
RJP_0083,2023-06-18,24,1543.47,7374.635,0.2092944260970204,25.81,33.52,29.137083333333333,76.91333333333334,7.815833333333333,2,1.5434700000000001,7.3746350000000005,29.137083333333333,33.52,25.81,7.710000000000004,76.91333333333334,7.815833333333333
RJP_0083,2023-06-19,24,4544.415,7048.16,0.6447661517332183,25.43,30.02,27.66875,82.42416666666666,8.282916666666667,2,4.544415,7.04816,27.66875,30.02,25.43,4.59,82.42416666666666,8.282916666666667
RJP_0083,2023-06-20,24,5536.59,7005.445,0.790326667328057,25.55,34.95,30.3225,73.44,6.16,2,5.53659,7.005445,30.3225,34.95,25.55,9.400000000000002,73.44,6.16
RJP_0083,2023-06-21,24,6350.775,7202.675,0.8817244981899085,25.86,36.14,30.55208333333333,66.90875,5.994583333333334,2,6.350775,7.202675,30.55208333333333,36.14,25.86,10.280000000000001,66.90875,5.994583333333334
RJP_0083,2023-06-22,24,4977.305,6687.825,0.744233738173472,25.89,35.7,30.19375,69.0525,6.182083333333334,2,4.977305,6.687825,30.19375,35.7,25.89,9.810000000000002,69.0525,6.182083333333334
RJP_0083,2023-06-23,24,5281.72,6599.535,0.8003169920304992,26.02,37.72,31.330416666666668,63.76958333333332,5.505,2,5.28172,6.5995349999999995,31.330416666666668,37.72,26.02,11.7,63.76958333333332,5.505
RJP_0083,2023-06-24,24,5639.45,6481.875,0.8700337479510172,25.41,34.54,29.629166666666663,75.02374999999999,4.432083333333333,2,5.63945,6.481875,29.629166666666663,34.54,25.41,9.129999999999999,75.02374999999999,4.432083333333333
RJP_0083,2023-06-25,24,3788.025000000001,6046.235,0.6265097205120213,25.49,31.69,28.46083333333333,82.38833333333334,1.99125,2,3.788025000000001,6.046234999999999,28.46083333333333,31.69,25.49,6.200000000000003,82.38833333333334,1.99125
RJP_0083,2023-06-26,24,3784.775,6281.51,0.6025263033888348,25.41,31.3,27.870000000000005,82.78458333333333,2.6750000000000003,2,3.7847750000000002,6.28151,27.870000000000005,31.3,25.41,5.890000000000001,82.78458333333333,2.6750000000000003
RJP_0083,2023-06-27,24,5534.05,6849.805,0.8079135099466335,25.4,30.38,27.452916666666667,85.08875,2.829166666666667,2,5.534050000000001,6.849805,27.452916666666667,30.38,25.4,4.98,85.08875,2.829166666666667
RJP_0083,2023-06-28,24,4928.71,7052.53,0.6988570059255331,25.39,29.96,27.41958333333333,83.97958333333334,3.4758333333333336,2,4.92871,7.05253,27.41958333333333,29.96,25.39,4.57,83.97958333333334,3.4758333333333336
RJP_0083,2023-06-29,24,3673.235,6947.57,0.5287078791577488,25.54,33.79,29.447916666666668,75.41291666666666,2.445,2,3.673235,6.94757,29.447916666666668,33.79,25.54,8.25,75.41291666666666,2.445
RJP_0083,2023-06-30,24,4708.74,7007.965,0.6719126023032364,25.6,33.64,29.49,78.46833333333335,3.4175,2,4.70874,7.007965,29.49,33.64,25.6,8.04,78.46833333333335,3.4175
RJP_0083,2023-07-01,24,6281.265,6705.075000000001,0.9367926533260252,25.97,33.68,29.801666666666662,77.63375,4.05875,2,6.281265,6.705075000000001,29.801666666666662,33.68,25.97,7.710000000000001,77.63375,4.05875
RJP_0083,2023-07-02,24,4878.135,6975.51,0.6993230602493581,25.69,34.12,30.079166666666666,75.94333333333334,4.456666666666666,2,4.878135,6.97551,30.079166666666666,34.12,25.69,8.429999999999996,75.94333333333334,4.456666666666666
RJP_0083,2023-07-03,24,6173.81,7213.24,0.8558997066505482,25.62,36.06,30.875833333333333,71.50291666666666,4.214166666666667,2,6.1738100000000005,7.21324,30.875833333333333,36.06,25.62,10.440000000000001,71.50291666666666,4.214166666666667
RJP_0083,2023-07-04,24,5868.535,7292.94,0.8046871357778893,26.46,37.95,32.31875,68.12041666666667,3.115,2,5.868535,7.29294,32.31875,37.95,26.46,11.490000000000002,68.12041666666667,3.115
RJP_0083,2023-07-05,24,5972.115,6728.950000000001,0.8875255426180904,26.85,35.98,31.394583333333333,73.41583333333334,2.3829166666666666,2,5.972115,6.728950000000001,31.394583333333333,35.98,26.85,9.129999999999995,73.41583333333334,2.3829166666666666
RJP_0083,2023-07-06,24,5592.99,6550.165,0.8538700933487935,25.77,31.31,28.41875,83.99875000000002,1.98875,2,5.5929899999999995,6.550165,28.41875,31.31,25.77,5.539999999999999,83.99875000000002,1.98875
